Rel. Level,Noise Level,Noise Area,layer,attn_ratio
Incongruent,0.5,All,11,0.0625206634182894
Incongruent,0.5,All,12,0.0638825408333849
Incongruent,0.5,All,13,0.06720474760086015
Incongruent,0.5,All,14,0.06254412377452492
Incongruent,0.5,All,15,0.07316564155396808
Incongruent,0.5,All,16,0.06371424456350118
Incongruent,0.5,All,17,0.06135608953270342
Incongruent,0.5,All,18,0.06005924875445833
Incongruent,0.5,All,19,0.05428127048582996
Incongruent,0.5,All,20,0.04794999696861134
Incongruent,0.5,All,21,0.04516799248275206
Incongruent,0.5,All,22,0.03235031282105907
Incongruent,0.5,All,23,0.044543811826963174
Incongruent,0.5,All,24,0.04171652612505678
Incongruent,0.5,All,25,0.05159848165490213
Incongruent,0.5,Context,0,0.04255925688291124
Incongruent,0.5,Context,1,0.051649026977864915
Incongruent,0.5,Context,2,0.11649556453692529
Incongruent,0.5,Context,3,0.22116429520996683
Incongruent,0.5,Context,4,0.22626668691324692
Incongruent,0.5,Context,5,0.25590320966827373
Incongruent,0.5,Context,6,0.20627706147956126
Incongruent,0.5,Context,7,0.25757931178774346
Incongruent,0.5,Context,8,0.1950774013692739
Incongruent,0.5,Context,9,0.2357567869564236
Incongruent,0.5,Context,10,0.29329435589624514
Incongruent,0.5,Context,11,0.3023584450337556
Incongruent,0.5,Context,12,0.2662662515635461
Incongruent,0.5,Context,13,0.2998457457736191
Incongruent,0.5,Context,14,0.24899653576236838
Incongruent,0.5,Context,15,0.2712467159557326
Incongruent,0.5,Context,16,0.26378425849763903
Incongruent,0.5,Context,17,0.2263331861333978
Incongruent,0.5,Context,18,0.17548031741471
Incongruent,0.5,Context,19,0.17583034174343937
Incongruent,0.5,Context,20,0.15485816228408084
Incongruent,0.5,Context,21,0.1528652329555233
Incongruent,0.5,Context,22,0.1054783765878352
Incongruent,0.5,Context,23,0.139396344329615
Incongruent,0.5,Context,24,0.10403429880027419
Incongruent,0.5,Context,25,0.1440235126848248
Incongruent,0.5,Target,0,0.02027188062087534
Incongruent,0.5,Target,1,0.050780889270192184
Incongruent,0.5,Target,2,0.11558133875316179
Incongruent,0.5,Target,3,0.10875117898297806
Incongruent,0.5,Target,4,0.1150381981959623
Incongruent,0.5,Target,5,0.11596538394153344
Incongruent,0.5,Target,6,0.12247143923587193
Incongruent,0.5,Target,7,0.14140447163001887
Incongruent,0.5,Target,8,0.11216987300995794
Incongruent,0.5,Target,9,0.12404704759405417
Incongruent,0.5,Target,10,0.1376078753329983
Incongruent,0.5,Target,11,0.13077394545614493
Incongruent,0.5,Target,12,0.1376294739135174
Incongruent,0.5,Target,13,0.14029516467020253
Incongruent,0.5,Target,14,0.1253445691182137
Incongruent,0.5,Target,15,0.10857385891316826
Incongruent,0.5,Target,16,0.12777050375007093
Incongruent,0.5,Target,17,0.10451777769379657
Incongruent,0.5,Target,18,0.07057179861250475
Incongruent,0.5,Target,19,0.08494340426987038
Incongruent,0.5,Target,20,0.08993621871270466
Incongruent,0.5,Target,21,0.09880906403078839
Incongruent,0.5,Target,22,0.08583717919836724
Incongruent,0.5,Target,23,0.08003795253656183
Incongruent,0.5,Target,24,0.07927602120555204
Incongruent,0.5,Target,25,0.08914333002493632
Incongruent,1.0,All,0,0.014156985608243496
Incongruent,1.0,All,1,0.016035373020955982
Incongruent,1.0,All,2,0.019736440663903274
Incongruent,1.0,All,3,0.02075060088377954
Incongruent,1.0,All,4,0.025550251884146058
Incongruent,1.0,All,5,0.03473213328177349
Incongruent,1.0,All,6,0.030175373259275644
Incongruent,1.0,All,7,0.034931959432750855
Incongruent,1.0,All,8,0.035507087344144976
Incongruent,1.0,All,9,0.0373508454799638
Incongruent,1.0,All,10,0.03711845665018314
Incongruent,1.0,All,11,0.038058667394304364
Incongruent,1.0,All,12,0.03728997882995331
Incongruent,1.0,All,13,0.035991582449589096
Incongruent,1.0,All,14,0.036037334965570184
Incongruent,1.0,All,15,0.040827347861363016
Incongruent,1.0,All,16,0.03560535900390029
Incongruent,1.0,All,17,0.036010923009245854
Incongruent,1.0,All,18,0.03694738280186853
Incongruent,1.0,All,19,0.030776769454435755
Incongruent,1.0,All,20,0.026177479768397682
Incongruent,1.0,All,21,0.025868776899755395
Incongruent,1.0,All,22,0.01782390550264002
Incongruent,1.0,All,23,0.023945342972310203
Incongruent,1.0,All,24,0.02271740058914116
Incongruent,1.0,All,25,0.027806753708291304
Incongruent,1.0,Context,0,0.0418506985465876
Incongruent,1.0,Context,1,0.044040450039337334
Incongruent,1.0,Context,2,0.12387648212801045
Incongruent,1.0,Context,3,0.24163109501823782
Incongruent,1.0,Context,4,0.26148574409554853
Incongruent,1.0,Context,5,0.38807279844909454
Incongruent,1.0,Context,6,0.3170831014881983
Incongruent,1.0,Context,7,0.39334354110795894
Incongruent,1.0,Context,8,0.278736483712088
Incongruent,1.0,Context,9,0.3235498358128649
Incongruent,1.0,Context,10,0.456149404146003
Incongruent,1.0,Context,11,0.4920057588059342
Incongruent,1.0,Context,12,0.41268695846030656
Incongruent,1.0,Context,13,0.46482902472330767
Incongruent,1.0,Context,14,0.3555018890719635
Incongruent,1.0,Context,15,0.3810158070402615
Incongruent,1.0,Context,16,0.40388815592635763
Incongruent,1.0,Context,17,0.33440653230486944
Incongruent,1.0,Context,18,0.2586732686525493
Incongruent,1.0,Context,19,0.2696076018270105
Incongruent,1.0,Context,20,0.22107313801675582
Incongruent,1.0,Context,21,0.216212157953079
Incongruent,1.0,Context,22,0.13432057572980272
Incongruent,1.0,Context,23,0.20606020808248132
Incongruent,1.0,Context,24,0.11875306936827573
Incongruent,1.0,Context,25,0.18606779922618333
Incongruent,1.0,Target,0,0.029646956859417543
Incongruent,1.0,Target,1,0.0689470620367281
Incongruent,1.0,Target,2,0.1456754051826217
Incongruent,1.0,Target,3,0.13477860437423894
Incongruent,1.0,Target,4,0.12843406987870395
Incongruent,1.0,Target,5,0.12681357565011378
Incongruent,1.0,Target,6,0.13034941227048297
Incongruent,1.0,Target,7,0.13983488978437064
Incongruent,1.0,Target,8,0.11384525782407516
Incongruent,1.0,Target,9,0.12414382792529509
Incongruent,1.0,Target,10,0.1340829671388774
Incongruent,1.0,Target,11,0.13001651747123988
Incongruent,1.0,Target,12,0.12991671979667224
Incongruent,1.0,Target,13,0.1402290012038341
Incongruent,1.0,Target,14,0.12401701067292104
Incongruent,1.0,Target,15,0.09474034892980743
Incongruent,1.0,Target,16,0.11804411513307556
Incongruent,1.0,Target,17,0.10327297893324584
Incongruent,1.0,Target,18,0.07259853307729248
Incongruent,1.0,Target,19,0.0885152156191356
Incongruent,1.0,Target,20,0.08994364475418644
Incongruent,1.0,Target,21,0.11157031373727615
Incongruent,1.0,Target,22,0.0959889127220253
Incongruent,1.0,Target,23,0.08950095289328601
Incongruent,1.0,Target,24,0.08898773077596685
Incongruent,1.0,Target,25,0.09380812282554071
