Rel. Level,Noise Level,Noise Area,layer,attn_ratio
Incongruent,0.0,Target,19,0.10750907993254562
Incongruent,0.0,Target,20,0.10073078954592347
Incongruent,0.0,Target,21,0.0853232949561275
Incongruent,0.0,Target,22,0.06963114242991615
Incongruent,0.0,Target,23,0.08877794862286571
Incongruent,0.0,Target,24,0.08029329500243287
Incongruent,0.0,Target,25,0.08871791982457188
Incongruent,0.5,All,0,0.01922353302457861
Incongruent,0.5,All,1,0.015776642143084992
Incongruent,0.5,All,2,0.023615853725989674
Incongruent,0.5,All,3,0.03188690265117104
Incongruent,0.5,All,4,0.04395861755106655
Incongruent,0.5,All,5,0.05867909399708276
Incongruent,0.5,All,6,0.05154370815799203
Incongruent,0.5,All,7,0.06232945065871467
Incongruent,0.5,All,8,0.05245547074843498
Incongruent,0.5,All,9,0.05649052027640064
Incongruent,0.5,All,10,0.0638015574112185
Incongruent,0.5,All,11,0.06081877482056984
Incongruent,0.5,All,12,0.062361861402979495
Incongruent,0.5,All,13,0.06504997757667542
Incongruent,0.5,All,14,0.0606775133456482
Incongruent,0.5,All,15,0.07138622038893436
Incongruent,0.5,All,16,0.06204576130662338
Incongruent,0.5,All,17,0.05982983338354124
Incongruent,0.5,All,18,0.05936435789142684
Incongruent,0.5,All,19,0.053062281867187824
Incongruent,0.5,All,20,0.04683588855979147
Incongruent,0.5,All,21,0.04382253328961052
Incongruent,0.5,All,22,0.030848602248652855
Incongruent,0.5,All,23,0.0419630453666705
Incongruent,0.5,All,24,0.03986303596646651
Incongruent,0.5,All,25,0.049855445953196006
Incongruent,0.5,Context,0,0.03004017517051638
Incongruent,0.5,Context,1,0.03394845301863479
Incongruent,0.5,Context,2,0.08244268158397605
Incongruent,0.5,Context,3,0.17344149472298165
Incongruent,0.5,Context,4,0.18116984493895913
Incongruent,0.5,Context,5,0.2136776571537407
Incongruent,0.5,Context,6,0.16924511884895113
Incongruent,0.5,Context,7,0.21534088533371687
Incongruent,0.5,Context,8,0.15827001902246457
Incongruent,0.5,Context,9,0.1927357658782811
Incongruent,0.5,Context,10,0.23988774536662655
Incongruent,0.5,Context,11,0.24710991109602734
Incongruent,0.5,Context,12,0.20596995868210188
Incongruent,0.5,Context,13,0.2363176499059629
Incongruent,0.5,Context,14,0.19349734364086302
Incongruent,0.5,Context,15,0.2143175144641777
Incongruent,0.5,Context,16,0.20927673365926094
Incongruent,0.5,Context,17,0.17973867737415455
Incongruent,0.5,Context,18,0.14027050426477716
